filename, speed, steer, throttle, brake
55619.bmp,17.744062,0.495285,0.670593,1.000000
55620.bmp,17.874126,0.500000,0.670593,1.000000
55621.bmp,18.004879,0.500000,0.670593,1.000000
55622.bmp,18.117943,0.495956,0.670593,1.000000
55623.bmp,18.256229,0.494614,0.670593,1.000000
55624.bmp,18.256229,0.495285,0.670593,1.000000
55625.bmp,18.463650,0.495956,0.670593,1.000000
55626.bmp,18.539356,0.500000,0.670593,1.000000
55627.bmp,18.378435,0.500000,0.670593,1.000000
55628.bmp,18.389874,0.500000,0.670593,1.000000
55629.bmp,18.648512,0.500000,0.670593,1.000000
55630.bmp,18.905977,0.500000,0.670593,1.000000
55631.bmp,18.999163,0.500000,0.670593,1.000000
55632.bmp,19.176666,0.495956,0.670593,1.000000
55633.bmp,19.686291,0.500000,0.670593,1.000000
55634.bmp,20.028032,0.500000,0.670593,1.000000
55635.bmp,20.473902,0.500000,0.670593,1.000000
55636.bmp,20.433855,0.500000,0.670593,1.000000
55637.bmp,20.566849,0.500000,0.670593,1.000000
55638.bmp,20.637369,0.500000,0.670593,1.000000
55639.bmp,20.692295,0.500000,0.670593,1.000000
55640.bmp,20.856869,0.500000,0.670593,1.000000
55641.bmp,21.263731,0.500000,0.670593,1.000000
55642.bmp,21.661472,0.500000,0.670593,1.000000
55643.bmp,21.930813,0.500000,0.670593,1.000000
55644.bmp,21.784348,0.500000,0.674515,1.000000
55645.bmp,21.904385,0.500000,0.674515,1.000000
55646.bmp,22.011242,0.504715,0.674515,1.000000
55647.bmp,22.101862,0.512833,0.674515,1.000000
55648.bmp,22.205753,0.514862,0.674515,1.000000
55649.bmp,22.328659,0.514862,0.674515,1.000000
55650.bmp,22.585461,0.511475,0.674515,1.000000
55651.bmp,22.810612,0.504715,0.674515,1.000000
55652.bmp,22.935469,0.505402,0.674515,1.000000
55653.bmp,23.022633,0.504044,0.674515,1.000000
55654.bmp,23.088753,0.500000,0.674515,1.000000
55655.bmp,23.141653,0.500000,0.674515,1.000000
55656.bmp,23.190893,0.495956,0.674515,1.000000
55657.bmp,23.256927,0.495956,0.674515,1.000000
55658.bmp,23.331932,0.495956,0.674515,1.000000
55659.bmp,23.379982,0.491928,0.674515,1.000000
55660.bmp,23.408972,0.489914,0.674515,1.000000
55661.bmp,23.449699,0.491257,0.674515,1.000000
55662.bmp,23.515347,0.490585,0.674515,1.000000
55663.bmp,23.515347,0.492599,0.674515,1.000000
55664.bmp,23.700726,0.500000,0.674515,1.000000
55665.bmp,23.763521,0.500000,0.674515,1.000000
55666.bmp,23.825212,0.500000,0.674515,1.000000
55667.bmp,23.869970,0.500000,0.674515,1.000000
55668.bmp,23.881741,0.500000,0.674515,1.000000
55669.bmp,23.911480,0.500000,0.674515,1.000000
55670.bmp,23.920479,0.500000,0.674515,1.000000
55671.bmp,23.912426,0.500000,0.674515,1.000000
55672.bmp,24.011074,0.500000,0.674515,1.000000
55673.bmp,24.046656,0.500000,0.674515,1.000000
55674.bmp,24.043209,0.500000,0.760788,1.000000
55675.bmp,23.648455,0.500000,1.000000,1.000000
55676.bmp,23.024036,0.500000,1.000000,1.000000
55677.bmp,22.379990,0.500000,1.000000,1.000000
55678.bmp,21.785364,0.500000,1.000000,1.000000
55679.bmp,21.126673,0.500000,1.000000,0.874512
55680.bmp,20.277790,0.500000,1.000000,0.850983
55681.bmp,19.531448,0.500000,1.000000,0.850983
55682.bmp,18.730835,0.500000,1.000000,0.850983
55683.bmp,17.942810,0.500000,1.000000,0.850983
55684.bmp,17.150276,0.500000,1.000000,0.843140
55685.bmp,16.369846,0.514862,1.000000,0.827454
55686.bmp,15.535206,0.521606,1.000000,0.823532
55687.bmp,14.724571,0.529724,1.000000,0.823532
55688.bmp,14.075669,0.553360,1.000000,0.909805
55689.bmp,13.538575,0.585114,1.000000,1.000000
55690.bmp,13.001172,0.624252,1.000000,1.000000
55691.bmp,12.519883,0.651215,1.000000,1.000000
55692.bmp,11.958060,0.684250,1.000000,1.000000
55693.bmp,11.385750,0.722672,1.000000,1.000000
55694.bmp,10.822546,0.746948,1.000000,1.000000
55695.bmp,10.263228,0.750992,1.000000,1.000000
55696.bmp,9.745962,0.765823,1.000000,1.000000
55697.bmp,9.543580,0.774582,0.854904,1.000000
55698.bmp,9.543580,0.774582,0.741180,1.000000
55699.bmp,10.268007,0.763123,0.701965,1.000000
55700.bmp,10.268007,0.719299,0.690201,1.000000
55701.bmp,11.114922,0.664032,0.686279,1.000000
55702.bmp,11.516090,0.589844,0.686279,1.000000
55703.bmp,11.870420,0.520264,0.686279,1.000000
55704.bmp,12.172273,0.500000,0.686279,1.000000
55705.bmp,12.403298,0.500000,0.686279,1.000000
55706.bmp,12.656018,0.500000,0.686279,1.000000
55707.bmp,13.179835,0.500000,0.686279,1.000000
55708.bmp,13.553154,0.495285,0.686279,1.000000
55709.bmp,13.800352,0.490585,0.682358,1.000000
55710.bmp,14.039830,0.491257,0.682358,1.000000
55711.bmp,14.253075,0.493942,0.682358,1.000000
55712.bmp,14.454705,0.495956,0.682358,1.000000
55713.bmp,14.670932,0.495956,0.682358,1.000000
55714.bmp,14.880737,0.500000,0.682358,1.000000
55715.bmp,15.113725,0.500000,0.682358,1.000000
55716.bmp,15.362107,0.500000,0.682358,1.000000
55717.bmp,15.667278,0.500000,0.682358,1.000000
55718.bmp,15.923712,0.500000,0.682358,1.000000
55719.bmp,15.864507,0.500000,0.682358,1.000000
55720.bmp,16.007626,0.500000,0.682358,1.000000
55721.bmp,16.180929,0.500000,0.682358,1.000000
55722.bmp,16.347710,0.504715,0.682358,1.000000
55723.bmp,16.502054,0.509445,0.682358,1.000000
55724.bmp,16.704067,0.512833,0.682358,1.000000
55725.bmp,16.875193,0.515533,0.682358,1.000000
55726.bmp,17.021120,0.517563,0.682358,1.000000
55727.bmp,17.150492,0.517563,0.682358,1.000000
55728.bmp,17.268656,0.517563,0.682358,1.000000
55729.bmp,17.379827,0.517563,0.682358,1.000000
55730.bmp,17.501593,0.514862,0.682358,1.000000
55731.bmp,17.611956,0.500000,0.682358,1.000000
55732.bmp,17.728958,0.500000,0.682358,1.000000
55733.bmp,17.840691,0.500000,0.682358,1.000000
55734.bmp,17.949480,0.500000,0.682358,1.000000
55735.bmp,18.069366,0.500000,0.682358,1.000000
55736.bmp,18.222437,0.500000,0.682358,1.000000
55737.bmp,18.362890,0.500000,0.682358,1.000000
55738.bmp,18.559881,0.500000,0.682358,1.000000
55739.bmp,18.559881,0.506073,0.682358,1.000000
55740.bmp,18.559666,0.508102,0.682358,1.000000
55741.bmp,18.635567,0.510132,0.682358,1.000000
55742.bmp,18.748070,0.514175,0.682358,1.000000
55743.bmp,18.866390,0.514175,0.682358,1.000000
55744.bmp,18.983612,0.512146,0.682358,1.000000
55745.bmp,19.093534,0.505402,0.682358,1.000000
55746.bmp,19.186768,0.500000,0.682358,1.000000
55747.bmp,19.277935,0.500000,0.682358,1.000000
55748.bmp,19.351471,0.479843,0.682358,1.000000
55749.bmp,19.430305,0.461044,0.682358,1.000000
55750.bmp,19.503456,0.440247,0.682358,1.000000
55751.bmp,19.543488,0.422119,0.682358,1.000000
55752.bmp,19.571701,0.427490,0.682358,1.000000
55753.bmp,19.619427,0.457016,0.682358,1.000000
55754.bmp,19.692316,0.465744,0.682358,1.000000
55755.bmp,19.761625,0.464401,0.682358,1.000000
55756.bmp,19.847805,0.468430,0.682358,1.000000
55757.bmp,19.971828,0.463730,0.682358,1.000000
55758.bmp,20.063906,0.458359,0.682358,1.000000
55759.bmp,19.998301,0.460373,0.682358,1.000000
55760.bmp,19.987354,0.468430,0.682358,1.000000
55761.bmp,20.034252,0.475815,0.682358,1.000000
55762.bmp,20.089500,0.487228,0.682358,1.000000
55763.bmp,20.170950,0.495956,0.682358,1.000000
55764.bmp,20.252333,0.500000,0.682358,1.000000
55765.bmp,20.326681,0.500000,0.682358,1.000000
55766.bmp,20.402191,0.500000,0.682358,1.000000
55767.bmp,20.471840,0.500000,0.682358,1.000000
55768.bmp,20.741163,0.500000,0.686279,1.000000
55769.bmp,20.889400,0.500000,0.909805,1.000000
55770.bmp,20.381594,0.493271,1.000000,1.000000
55771.bmp,19.907852,0.493942,1.000000,1.000000
55772.bmp,19.413877,0.495956,1.000000,1.000000
55773.bmp,18.880997,0.500000,1.000000,1.000000
55774.bmp,18.351912,0.500000,1.000000,1.000000
55775.bmp,17.844164,0.492599,1.000000,1.000000
55776.bmp,17.319296,0.474472,1.000000,1.000000
55777.bmp,16.970419,0.473801,0.913727,1.000000
55778.bmp,16.962772,0.474472,0.827454,1.000000
55779.bmp,16.986794,0.475815,0.811768,1.000000
55780.bmp,17.020191,0.488571,0.807846,1.000000
55781.bmp,17.045738,0.495285,0.803925,1.000000
55782.bmp,17.071180,0.495285,0.803925,1.000000
55783.bmp,17.120550,0.489914,0.803925,1.000000
55784.bmp,17.161030,0.473801,0.800003,1.000000
55785.bmp,17.199343,0.477829,0.796082,1.000000
55786.bmp,17.240385,0.500000,0.796082,1.000000
55787.bmp,17.278769,0.500000,0.796082,1.000000
55788.bmp,17.316637,0.495956,0.796082,1.000000
55789.bmp,17.369711,0.495956,0.796082,1.000000
55790.bmp,17.471966,0.475815,0.796082,1.000000
55791.bmp,17.590706,0.463730,0.796082,1.000000
55792.bmp,17.590706,0.465073,0.796082,1.000000
55793.bmp,17.713152,0.467758,0.796082,1.000000
55794.bmp,17.751284,0.473801,0.796082,1.000000
55795.bmp,17.785418,0.487900,0.796082,1.000000
55796.bmp,17.911291,0.487900,0.796082,1.000000
55797.bmp,18.211805,0.487900,0.796082,1.000000
55798.bmp,18.363594,0.482529,0.796082,1.000000
55799.bmp,18.468964,0.477829,0.796082,1.000000
55800.bmp,18.532869,0.481186,0.796082,1.000000
55801.bmp,18.587019,0.490585,0.796082,1.000000
55802.bmp,18.642864,0.494614,0.796082,1.000000
55803.bmp,18.683817,0.494614,0.796082,1.000000
55804.bmp,18.718071,0.493271,0.796082,1.000000
55805.bmp,18.751839,0.489243,0.796082,1.000000
55806.bmp,18.804176,0.481186,0.796082,1.000000
55807.bmp,18.873728,0.491928,0.796082,1.000000
55808.bmp,18.930870,0.495285,0.796082,1.000000
55809.bmp,18.976326,0.500000,0.796082,1.000000
55810.bmp,19.010986,0.500000,0.796082,1.000000
55811.bmp,19.049309,0.500000,0.796082,1.000000
55812.bmp,19.083786,0.500000,0.796082,1.000000
55813.bmp,19.118380,0.500000,0.796082,1.000000
55814.bmp,19.144049,0.500000,0.796082,1.000000
55815.bmp,19.165962,0.500000,0.796082,1.000000
55816.bmp,19.184587,0.500000,0.796082,1.000000
55817.bmp,19.197489,0.500000,0.796082,1.000000
55818.bmp,19.226744,0.500000,0.796082,1.000000
55819.bmp,19.273323,0.500000,0.796082,1.000000
55820.bmp,19.348707,0.500000,0.796082,1.000000
55821.bmp,19.438152,0.500000,0.796082,1.000000
55822.bmp,19.512211,0.495956,0.796082,1.000000
55823.bmp,19.571545,0.495956,0.796082,1.000000
55824.bmp,19.621475,0.495956,0.796082,1.000000
55825.bmp,19.647865,0.495956,0.796082,1.000000
55826.bmp,19.681692,0.495956,0.796082,1.000000
55827.bmp,19.705799,0.495285,0.796082,1.000000
55828.bmp,19.738052,0.495956,0.796082,1.000000
55829.bmp,19.769138,0.495285,0.796082,1.000000
55830.bmp,19.802786,0.495285,0.796082,1.000000
55831.bmp,19.833448,0.495285,0.796082,1.000000
55832.bmp,19.864763,0.495956,0.796082,1.000000
55833.bmp,19.938005,0.500000,0.796082,1.000000
55834.bmp,19.991257,0.500000,0.796082,1.000000
55835.bmp,20.031288,0.500000,0.796082,1.000000
55836.bmp,20.057627,0.500000,0.796082,1.000000
55837.bmp,20.074339,0.500000,0.796082,1.000000
55838.bmp,20.089167,0.500000,0.796082,1.000000
55839.bmp,20.100306,0.500000,0.796082,1.000000
55840.bmp,20.112070,0.500000,0.796082,1.000000
55841.bmp,20.122009,0.508774,0.796082,1.000000
55842.bmp,20.134819,0.508774,0.796082,1.000000
55843.bmp,20.156199,0.508102,0.796082,1.000000
55844.bmp,20.195866,0.508774,0.796082,1.000000
55845.bmp,20.237009,0.508102,0.796082,1.000000
55846.bmp,20.259068,0.508102,0.796082,1.000000
55847.bmp,20.501850,0.508774,0.796082,1.000000
55848.bmp,20.617058,0.506073,0.796082,1.000000
55849.bmp,20.676527,0.504044,0.796082,1.000000
55850.bmp,20.713879,0.508102,0.796082,1.000000
55851.bmp,20.746109,0.516205,0.796082,1.000000
55852.bmp,20.771713,0.519592,0.800003,1.000000
55853.bmp,20.788525,0.519592,0.800003,1.000000
55854.bmp,20.794333,0.526337,0.800003,1.000000
55855.bmp,20.793083,0.530396,0.800003,1.000000
55856.bmp,20.791292,0.525665,0.800003,1.000000
55857.bmp,20.794569,0.520264,0.800003,1.000000
55858.bmp,20.794569,0.509445,0.800003,1.000000
55859.bmp,20.802700,0.500000,0.800003,1.000000
55860.bmp,20.814568,0.500000,0.800003,1.000000
55861.bmp,20.907345,0.500000,0.800003,1.000000
55862.bmp,20.960392,0.500000,0.800003,1.000000
55863.bmp,20.789267,0.500000,1.000000,1.000000
55864.bmp,20.258776,0.512833,1.000000,1.000000
55865.bmp,19.724154,0.513504,1.000000,1.000000
55866.bmp,19.195660,0.518234,1.000000,1.000000
55867.bmp,18.676327,0.524994,1.000000,0.952942
55868.bmp,18.065733,0.531067,1.000000,0.882355
55869.bmp,17.393539,0.531067,1.000000,0.870590
55870.bmp,16.637808,0.531067,1.000000,0.850983
55871.bmp,15.964808,0.529037,1.000000,0.850983
55872.bmp,15.252851,0.527695,1.000000,0.850983
55873.bmp,14.577822,0.554047,1.000000,0.858826
55874.bmp,13.917716,0.580383,1.000000,0.866669
55875.bmp,13.243082,0.595261,1.000000,0.882355
55876.bmp,12.724327,0.626282,1.000000,1.000000
55877.bmp,12.179185,0.655930,1.000000,1.000000
55878.bmp,11.613772,0.687622,1.000000,1.000000
55879.bmp,11.035067,0.719299,1.000000,1.000000
55880.bmp,10.404280,0.761780,1.000000,1.000000
55881.bmp,9.843669,0.777954,1.000000,1.000000
55882.bmp,9.264589,0.774582,1.000000,1.000000
55883.bmp,8.739663,0.751663,1.000000,1.000000
55884.bmp,8.227053,0.731445,1.000000,1.000000
55885.bmp,7.915620,0.722000,0.968628,1.000000
55886.bmp,7.858827,0.720657,0.941177,1.000000
55887.bmp,7.850839,0.711884,0.937256,1.000000
55888.bmp,7.912958,0.675491,0.933334,1.000000
55889.bmp,8.002804,0.614136,1.000000,1.000000
55890.bmp,7.545240,0.558777,1.000000,1.000000
55891.bmp,7.104626,0.525665,1.000000,1.000000
55892.bmp,7.104626,0.506073,1.000000,1.000000
55893.bmp,6.254653,0.500000,1.000000,1.000000
55894.bmp,5.779764,0.500000,1.000000,1.000000
55895.bmp,5.340059,0.500000,1.000000,0.913727
55896.bmp,4.597362,0.500000,1.000000,0.764709
55897.bmp,3.671432,0.500000,1.000000,0.756866
55898.bmp,2.702470,0.500000,1.000000,0.749023
55899.bmp,1.907480,0.500000,1.000000,0.749023
55900.bmp,1.117439,0.500000,1.000000,0.745102
55901.bmp,0.435325,0.500000,1.000000,0.992157
55902.bmp,0.015895,0.500000,1.000000,1.000000
55903.bmp,0.015605,0.500000,1.000000,1.000000
55904.bmp,0.000000,0.500000,1.000000,1.000000
55905.bmp,0.000000,0.500000,1.000000,1.000000
55906.bmp,0.000000,0.500000,1.000000,1.000000
55907.bmp,0.000000,0.500000,1.000000,1.000000
55908.bmp,0.000000,0.500000,1.000000,1.000000
55909.bmp,0.000000,0.500000,1.000000,1.000000
55910.bmp,0.973795,0.500000,0.905884,1.000000
55911.bmp,1.157320,0.500000,0.905884,1.000000
55912.bmp,1.340320,0.500000,0.905884,1.000000
55913.bmp,1.531062,0.500000,0.905884,1.000000
55914.bmp,1.721313,0.500000,0.905884,1.000000
55915.bmp,1.902193,0.500000,0.905884,1.000000
55916.bmp,2.104850,0.500000,0.909805,1.000000
55917.bmp,2.313437,0.500000,0.909805,1.000000
55918.bmp,2.506696,0.500000,0.909805,1.000000
55919.bmp,2.506696,0.500000,0.909805,1.000000
55920.bmp,2.917331,0.500000,0.909805,1.000000
55921.bmp,3.055355,0.500000,0.909805,1.000000
55922.bmp,3.220292,0.500000,0.909805,1.000000
55923.bmp,3.149339,0.500000,0.909805,1.000000
55924.bmp,3.391098,0.500000,0.909805,1.000000
55925.bmp,3.618490,0.500000,0.909805,1.000000
55926.bmp,3.618490,0.500000,0.909805,1.000000
55927.bmp,3.976637,0.500000,0.909805,1.000000
55928.bmp,4.132404,0.500000,0.909805,1.000000
55929.bmp,4.278305,0.500000,0.909805,1.000000
55930.bmp,4.426901,0.500000,0.913727,1.000000
55931.bmp,4.548822,0.500000,0.913727,1.000000
55932.bmp,4.676007,0.500000,0.913727,1.000000
55933.bmp,4.808648,0.500000,0.913727,1.000000
55934.bmp,4.939134,0.500000,0.913727,1.000000
55935.bmp,5.068286,0.500000,0.913727,1.000000
55936.bmp,5.190794,0.500000,0.921570,1.000000
55937.bmp,5.138168,0.500000,1.000000,1.000000
55938.bmp,4.683288,0.500000,1.000000,1.000000
55939.bmp,4.209280,0.500000,1.000000,1.000000
55940.bmp,4.034025,0.500000,0.917648,1.000000
55941.bmp,4.155805,0.500000,0.905884,1.000000
55942.bmp,4.299996,0.500000,0.894119,1.000000
55943.bmp,4.471927,0.500000,0.870590,1.000000
55944.bmp,4.724251,0.500000,0.803925,1.000000
55945.bmp,5.101019,0.500000,0.749023,1.000000
55946.bmp,5.511681,0.500000,0.737259,1.000000
55947.bmp,5.954418,0.500000,0.737259,1.000000
55948.bmp,6.403251,0.500000,0.737259,1.000000
55949.bmp,6.845519,0.500000,0.741180,1.000000
55950.bmp,7.331904,0.495285,0.749023,1.000000
55951.bmp,7.729652,0.494614,0.752945,1.000000
55952.bmp,8.148185,0.495956,0.752945,1.000000
55953.bmp,8.590677,0.500000,0.756866,1.000000
55954.bmp,8.745686,0.500000,0.756866,1.000000
55955.bmp,9.072090,0.508102,0.756866,1.000000
55956.bmp,9.363541,0.512146,0.756866,1.000000
55957.bmp,9.616110,0.512833,0.764709,1.000000
55958.bmp,9.881448,0.507431,0.772552,1.000000
55959.bmp,10.151913,0.500000,0.850983,1.000000
55960.bmp,10.354559,0.500000,0.878433,1.000000
55961.bmp,10.885777,0.500000,0.882355,1.000000
55962.bmp,11.189295,0.500000,0.917648,1.000000
55963.bmp,11.363997,0.500000,0.952942,1.000000
55964.bmp,11.457244,0.500000,0.968628,1.000000
55965.bmp,11.497332,0.500000,0.968628,1.000000
55966.bmp,11.497332,0.500000,0.964706,1.000000
55967.bmp,11.561887,0.500000,0.964706,1.000000
55968.bmp,11.574944,0.500000,0.968628,1.000000
55969.bmp,11.582981,0.500000,0.968628,1.000000
55970.bmp,0.040053,0.500000,0.898041,1.000000
55971.bmp,0.040053,0.500000,0.690201,1.000000
55972.bmp,0.954494,0.500000,0.631378,1.000000
55973.bmp,1.586821,0.500000,0.607849,1.000000
55974.bmp,1.586821,0.500000,0.596085,1.000000
55975.bmp,2.915576,0.500000,0.596085,1.000000
55976.bmp,2.915576,0.495285,0.592163,1.000000
55977.bmp,4.268615,0.482529,0.592163,1.000000
55978.bmp,4.994983,0.474472,0.596085,1.000000
55979.bmp,5.675024,0.466415,0.596085,1.000000
55980.bmp,6.401453,0.457687,0.596085,1.000000
55981.bmp,7.068378,0.452316,0.603928,1.000000
55982.bmp,7.761708,0.450302,0.603928,1.000000
55983.bmp,8.455405,0.450302,0.603928,1.000000
55984.bmp,8.785977,0.447632,0.607849,1.000000
55985.bmp,9.565756,0.448303,0.611771,1.000000
55986.bmp,10.162353,0.467758,0.619614,1.000000
55987.bmp,10.638104,0.500000,0.643143,1.000000
55988.bmp,11.031576,0.500000,0.658829,1.000000
55989.bmp,11.413304,0.507431,0.705887,1.000000
55990.bmp,11.762354,0.512146,0.929413,1.000000
55991.bmp,11.434498,0.500000,1.000000,1.000000
55992.bmp,10.940588,0.500000,1.000000,1.000000
55993.bmp,10.442473,0.500000,1.000000,1.000000
55994.bmp,9.974902,0.475815,1.000000,1.000000
55995.bmp,9.506035,0.430847,1.000000,1.000000
55996.bmp,9.016306,0.383118,0.988235,1.000000
55997.bmp,8.986975,0.339294,0.909805,1.000000
55998.bmp,9.018900,0.306274,0.905884,1.000000
55999.bmp,9.038445,0.286041,0.905884,1.000000
56000.bmp,9.060657,0.283340,0.905884,1.000000
56001.bmp,9.092845,0.296158,0.901962,1.000000
56002.bmp,9.136325,0.296158,0.905884,1.000000
56003.bmp,9.167256,0.279297,0.905884,1.000000
56004.bmp,9.182305,0.262451,0.905884,1.000000
56005.bmp,9.206013,0.249634,0.905884,1.000000
56006.bmp,9.229257,0.238861,0.905884,1.000000
56007.bmp,9.247194,0.234802,0.905884,1.000000
56008.bmp,9.258552,0.233459,0.905884,1.000000
56009.bmp,9.267612,0.233459,0.905884,1.000000
56010.bmp,9.274447,0.234131,0.905884,1.000000
56011.bmp,9.274447,0.240875,0.909805,1.000000
56012.bmp,9.329065,0.281998,0.913727,1.000000
56013.bmp,9.445584,0.342667,0.917648,1.000000
56014.bmp,9.578980,0.413391,0.929413,1.000000
56015.bmp,9.681630,0.471115,0.937256,1.000000
56016.bmp,9.753906,0.500000,0.937256,1.000000
56017.bmp,9.817779,0.500000,0.937256,1.000000
56018.bmp,9.883695,0.500000,0.917648,1.000000
56019.bmp,9.966409,0.500000,0.909805,1.000000
56020.bmp,10.052386,0.500000,0.909805,1.000000
56021.bmp,10.127998,0.500000,0.909805,1.000000
56022.bmp,10.210919,0.512833,0.909805,1.000000
56023.bmp,10.295200,0.520935,0.909805,1.000000
56024.bmp,10.372201,0.529037,0.909805,1.000000
56025.bmp,10.442620,0.542557,0.898041,1.000000
56026.bmp,10.506506,0.549316,0.894119,1.000000
56027.bmp,10.586551,0.550659,0.890198,1.000000
56028.bmp,10.684480,0.541885,0.890198,1.000000
56029.bmp,10.911556,0.520935,0.890198,1.000000
56030.bmp,11.069093,0.500000,0.890198,1.000000
56031.bmp,11.186658,0.500000,0.886276,1.000000
56032.bmp,11.292508,0.500000,0.882355,1.000000
56033.bmp,11.401243,0.500000,0.878433,1.000000
56034.bmp,11.496094,0.500000,0.874512,1.000000
56035.bmp,11.613971,0.500000,0.831375,1.000000
56036.bmp,11.777339,0.500000,0.831375,1.000000
56037.bmp,12.002548,0.500000,0.831375,1.000000
56038.bmp,12.213842,0.500000,0.831375,1.000000
56039.bmp,12.376612,0.500000,0.811768,1.000000
56040.bmp,12.361067,0.500000,0.796082,1.000000
56041.bmp,12.505419,0.500000,0.776474,1.000000
56042.bmp,12.651287,0.500000,0.768631,1.000000
56043.bmp,12.793036,0.500000,0.725494,1.000000
56044.bmp,12.951995,0.500000,0.705887,1.000000
56045.bmp,13.120114,0.500000,0.701965,1.000000
56046.bmp,13.290638,0.500000,0.698044,1.000000
56047.bmp,13.462461,0.500000,0.698044,1.000000
56048.bmp,13.648096,0.500000,0.690201,1.000000
56049.bmp,13.852995,0.495956,0.690201,1.000000
56050.bmp,14.082586,0.495956,0.690201,1.000000
56051.bmp,14.290565,0.500000,0.690201,1.000000
56052.bmp,14.553661,0.495956,0.690201,1.000000
56053.bmp,14.769390,0.495285,0.686279,1.000000
56054.bmp,14.964594,0.493942,0.682358,1.000000
56055.bmp,15.164886,0.494614,0.678436,1.000000
56056.bmp,15.349998,0.494614,0.678436,1.000000
56057.bmp,15.566824,0.495285,0.678436,1.000000
56058.bmp,15.774398,0.495956,0.811768,1.000000
56059.bmp,15.457485,0.500000,1.000000,1.000000
56060.bmp,14.936676,0.500000,1.000000,1.000000
56061.bmp,14.484103,0.500000,1.000000,1.000000
56062.bmp,13.819998,0.500000,1.000000,0.737259
56063.bmp,12.621159,0.500000,1.000000,0.701965
56064.bmp,11.509998,0.512833,1.000000,0.701965
56065.bmp,10.347710,0.516876,1.000000,0.698044
56066.bmp,9.193739,0.518234,1.000000,0.705887
56067.bmp,8.005733,0.533768,1.000000,0.709808
56068.bmp,7.022641,0.570251,1.000000,0.772552
56069.bmp,6.111135,0.600662,1.000000,0.854904
56070.bmp,5.589054,0.635040,1.000000,1.000000
56071.bmp,5.153844,0.660660,1.000000,1.000000
56072.bmp,4.725303,0.686279,1.000000,1.000000
56073.bmp,4.261931,0.717957,1.000000,1.000000
56074.bmp,3.993403,0.746948,0.921570,1.000000
56075.bmp,4.186130,0.769867,0.835297,1.000000
56076.bmp,4.513839,0.782669,0.772552,1.000000
56077.bmp,4.918625,0.800201,0.737259,1.000000
56078.bmp,5.378582,0.814362,0.701965,1.000000
56079.bmp,5.859342,0.815033,0.686279,1.000000
56080.bmp,6.603882,0.815033,0.678436,1.000000
56081.bmp,7.148362,0.819748,0.678436,1.000000
56082.bmp,8.048548,0.837952,0.678436,1.000000
56083.bmp,8.716246,0.839294,0.682358,1.000000
56084.bmp,8.924768,0.838623,0.698044,1.000000
56085.bmp,9.390606,0.804245,0.701965,1.000000
56086.bmp,9.777469,0.695709,0.701965,1.000000
56087.bmp,10.118994,0.584442,0.701965,1.000000
56088.bmp,10.460826,0.500000,0.709808,1.000000
56089.bmp,10.839312,0.500000,0.709808,1.000000
56090.bmp,11.241670,0.500000,0.709808,1.000000
56091.bmp,11.636759,0.500000,0.709808,1.000000
56092.bmp,12.045582,0.500000,0.709808,1.000000
56093.bmp,12.445853,0.500000,0.709808,1.000000
56094.bmp,12.462828,0.500000,0.709808,1.000000
56095.bmp,12.662686,0.500000,0.709808,1.000000
56096.bmp,12.854829,0.500000,0.709808,1.000000
56097.bmp,13.061917,0.500000,0.709808,1.000000
56098.bmp,13.252590,0.500000,0.709808,1.000000
56099.bmp,13.434893,0.495956,0.709808,1.000000
56100.bmp,13.610308,0.500000,0.709808,1.000000
56101.bmp,13.772115,0.500000,0.709808,1.000000
56102.bmp,13.969575,0.500000,0.709808,1.000000
56103.bmp,14.153262,0.500000,0.709808,1.000000
56104.bmp,14.349638,0.500000,0.709808,1.000000
56105.bmp,14.568565,0.500000,0.709808,1.000000
56106.bmp,14.914383,0.500000,0.709808,1.000000
56107.bmp,15.210468,0.500000,0.709808,1.000000
56108.bmp,15.455638,0.500000,0.709808,1.000000
56109.bmp,15.652930,0.500000,0.709808,1.000000
56110.bmp,15.851232,0.500000,0.709808,1.000000
56111.bmp,15.806171,0.507431,0.709808,1.000000
56112.bmp,15.928118,0.520264,0.709808,1.000000
56113.bmp,16.051804,0.529724,0.709808,1.000000
56114.bmp,16.225817,0.550659,0.709808,1.000000
56115.bmp,16.369186,0.568222,0.709808,1.000000
56116.bmp,16.499355,0.568222,0.709808,1.000000
56117.bmp,16.754948,0.567551,0.709808,1.000000
56118.bmp,16.998608,0.567551,0.709808,1.000000
56119.bmp,17.168421,0.568222,0.709808,1.000000
56120.bmp,17.302135,0.561478,0.709808,1.000000
56121.bmp,17.421051,0.533768,0.709808,1.000000
56122.bmp,17.547928,0.500000,0.709808,1.000000
56123.bmp,17.689623,0.500000,0.713730,1.000000
56124.bmp,17.948568,0.492599,0.772552,1.000000
56125.bmp,18.188368,0.476486,0.772552,1.000000
56126.bmp,18.380667,0.471786,0.772552,1.000000
56127.bmp,18.492413,0.465744,0.772552,1.000000
56128.bmp,18.544849,0.459030,0.768631,1.000000
56129.bmp,18.433403,0.452988,0.764709,1.000000
56130.bmp,18.520504,0.447632,0.760788,1.000000
56131.bmp,18.573452,0.451645,0.760788,1.000000
56132.bmp,18.650723,0.457016,0.760788,1.000000
56133.bmp,18.705126,0.456345,0.760788,1.000000
56134.bmp,18.744404,0.463730,0.760788,1.000000
56135.bmp,18.783493,0.487900,0.760788,1.000000
